drugID,adrID,p11,p10,p01,p00,Leverage,PR,AddedValue,phi,relative risk,odds ratio,scale,additional_probability
d666,a607,5.127731903839341E-8,3.0316993218797247E-6,2.025145581217822E-5,0.9999766655675468,5.121472618640308E-8,819.2200452267462,0.016612103220850615,0.006473476312847893,821.2918039532209,835.1659913544336,0.01661244049879672,0.016612490863896556
d1816,a3330,9.674136766826211E-6,1.6221506061192957E-4,5.158223263475973E-4,0.9993122884762736,9.583809601556098E-6,107.10107793039666,0.05575574118505126,0.0318992487480199,109.09098082249183,115.53728073935832,0.05578505603469213,0.055794111438443546
d1448,a3484,1.3017395875925891E-8,1.1936607809482974E-6,1.119712572752203E-6,0.9999976736092504,1.3016029035392514E-8,9523.712209317831,0.010786661502115288,0.011133202081045696,9634.420008495716,9739.476691174048,0.010786673720503874,0.010786686596163204
d1530,a3584,2.1631469749080467E-8,1.2483482999376707E-6,1.2633068479275057E-6,0.9999974667133824,2.1629837903411722E-8,13255.830599300447,0.01703163973135325,0.016932234636811937,13482.791663912996,13716.4051262423,0.017031661615987875,0.01703168287748756
d64,a2302,9.09002000157292E-8,4.6852619454299575E-6,1.6158981934811509E-4,0.9998336340185064,9.0127986683375E-8,117.71384435775919,0.018870378336991053,0.003243599094210595,117.77950017592596,120.04517497647429,0.018873429806702542,0.01887351824837868
d1997,a2480,6.62922130349507E-7,3.4109609945722303E-6,1.9747979869402564E-6,0.9999939513188882,6.629113845860329E-7,61691.48724962415,0.16272223926374127,0.2022266075298767,82400.43545611085,98414.81069496115,0.16272266848059747,0.16272322352462987
d445,a773,1.5480328554070527E-7,4.031481179634749E-6,9.015668189816116E-5,0.9999056570336367,1.5442521597325382E-7,409.4571445785112,0.03688837136077938,0.007942420528778051,410.15848480812116,425.86960311250874,0.03689170310527777,0.03689185184751732
d1893,a1173,1.5510452889837657E-6,6.648416978887828E-6,0.0060296232521798825,0.9939621772855523,1.5015929029007128E-6,31.364417611292986,0.18313309505484124,0.006772889342957792,31.372228478559315,38.45793054074984,0.1842443045690129,0.18424553694283027
d501,a3139,1.086332138590192E-7,8.416472475460793E-6,1.951723839496769E-6,0.9999895231704711,1.0861564909738161E-7,6184.724626522283,0.012740680650265073,0.025916334114432654,6528.911578694515,6613.168732347507,0.012740706900670402,0.01274081413360281
d1121,a1046,1.608074844811091E-5,3.615035442877205E-6,4.2500339493837586E-4,0.9995553008211706,1.6072060950145028E-5,1851.0218375030802,0.8160152974413404,0.1724742602947402,1921.0206566812485,10461.841260833939,0.816375387679897,0.8163783402188498
d401,a41,3.24490847568208E-7,2.861410277819375E-5,6.578484122984869E-6,0.9999644829222513,3.2429108518072636E-7,1624.384107834259,0.011206179863973528,0.022944887520395165,1704.4592855244173,1723.7769259076408,0.011206257220486637,0.011206577888871704
d121,a1228,1.2162511889597234E-8,1.1991266241404015E-6,8.316101810899683E-6,0.9999904726090532,1.2152423953501052E-8,1205.6491807280322,0.010032636793334606,0.0038261661247311696,1207.4110110081997,1219.647407039892,0.010032720348481544,0.010032732379098247
d1733,a798,1.7017775794756214E-4,0.0016789053547841277,5.441637756679055E-6,0.9981454752495116,1.698530230886973E-4,524.0514016340456,0.09185797107722746,0.2983656751547653,16881.574412451686,18592.6287599717,0.09187410595219565,0.09202864046873051
d945,a1282,1.7986348551606638E-5,2.6154805858165223E-4,9.125978614388052E-5,0.9996292058067228,1.7955810498112933E-5,588.9814999281264,0.06423470613960267,0.10277057110437235,704.8664986386226,753.2705596244582,0.06424172429966858,0.06425853283044469
d328,a278,3.5871979924396564E-8,3.118184194995542E-6,2.0573027831076475E-6,0.999994788641042,3.586537793361004E-8,5433.509540424972,0.011371191869948363,0.013958511029641798,5528.233017578321,5591.818995649228,0.011371215671890032,0.011371251129619802
d1009,a3586,1.3654493077668468E-4,0.011568144153272994,1.0514114190204751E-6,0.9882942595045313,1.3493440837218144E-4,84.78300605746739,0.011528235171668122,0.10696109421354788,10965.532972647525,11094.953161046997,0.011529821632950984,0.011664780059987048
d1891,a2786,2.019162784823146E-6,3.382849323622158E-5,2.9746685068394367E-6,0.9999611776754721,2.0189837676767752E-6,11279.158593236252,0.056321221295236444,0.15090178640665222,18934.612658264676,20064.72642936489,0.056321502555318294,0.056323407900856486
d82,a537,2.2746981174630955E-5,0.0018069957328118694,7.124527238461543E-6,0.998163132758775,2.2692323999756314E-5,416.1755748774375,0.01240192067786189,0.0971537480858698,1741.7359481918322,1763.6488321707593,0.012402291153006409,0.012424743281776816
d1540,a3497,2.530108591642369E-6,1.673535898952867E-4,1.143229117863482E-5,0.9998186840103345,2.5277366075296415E-6,1066.6633802756762,0.014879218135953914,0.051905795933941665,1302.5079745135313,1322.1846155133935,0.014879425888446521,0.014881916465365953
d554,a2050,3.3909341137464986E-6,9.629654586733827E-5,0.0012050117676490125,0.99869530075237,3.2704714936054347E-6,28.149264143313978,0.032807244141651405,0.009429060523477724,28.225662871042832,29.184372533650716,0.03284693646842448,0.03285010364716443
d703,a2925,1.5781034490836169E-6,1.3855023772848076E-4,1.3270841620070751E-4,0.9997271632426218,1.5592861018425832E-6,83.8642890982189,0.011127556986253947,0.011368579442322519,84.84967061489671,85.80472819235978,0.011129051467842566,0.011130593821379866
d111,a3833,1.1928388385366845E-4,1.699223273608165E-4,0.010693813238503836,0.9890169805502818,1.1615666900341719E-4,38.1438083296657,0.40163960696290696,0.06605244834976702,38.558128050785,64.92358251315213,0.4060300493208085,0.4060998090643881
d568,a3399,1.8473988394717154E-5,2.4512530605716125E-5,5.7064388098023365E-6,0.9999513070421897,1.8472948962323688E-5,17773.150529897634,0.4297381921559522,0.5729974537539833,75308.5966428943,132064.53460755496,0.4297485836602956,0.42975911839857295
d1977,a2266,1.254278411697027E-7,7.616729903154704E-6,2.2959540421656376E-4,0.9997626624380391,1.2364930625075425E-7,70.5231254294759,0.01597091022091337,0.0029323246826747306,70.56110587409212,71.7065973711125,0.01597457991470315,0.015974701617648353
d593,a3963,2.8747239170445714E-7,4.531745373797702E-6,5.388716231916761E-6,0.9999897920660026,2.8744503691540184E-7,10509.033395335018,0.05964557961523248,0.05495920076444907,11069.606519296452,11771.746318971736,0.05964591817671468,0.05964618847958768
d1115,a259,5.333866806868064E-6,2.5359029403754365E-4,3.6694392496924837E-6,0.9997374063999058,5.331535633402544E-6,2288.0608782484887,0.020591109056857303,0.11043918870263691,5612.513818789324,5730.543049395014,0.020591294446583308,0.020596517570555556
d1167,a1986,3.932205432152984E-8,3.3180969446121147E-6,2.4327704934467258E-4,0.9997533655316564,3.850513931344326E-8,48.13481688092874,0.011468672610023635,0.0013473605663736432,48.142435510942626,48.70111039023469,0.011471463804971296,0.011471501877790368
d1304,a463,1.7150198756100708E-7,7.2618025408836425E-6,4.876507607071508E-6,0.9999876901878645,1.7146446416842765E-7,4570.535225407536,0.023067057660868497,0.027991475278853265,4731.241295516193,4842.955402207596,0.023067174104184695,0.023067341615510255
d1684,a3255,7.595667609259302E-8,4.6419047994464225E-6,1.5189138096450914E-6,0.9999937632247149,7.594915171456989E-8,10094.744822633955,0.016098215708186453,0.027687834807712513,10599.505067215074,10772.931117777802,0.016098241382796506,0.016098316109766496
d220,a648,4.267101069234126E-8,3.5894154383167698E-6,1.587584482150216E-5,0.9999804920687294,4.261319326669881E-8,738.0302775191604,0.01173242814149546,0.005604268703360376,740.0112635521053,748.796637680763,0.011732614907311615,0.011732657021362256
d1223,a1193,1.8818242747889954E-7,2.9778447916007463E-6,1.9557515397981787E-6,0.999994878221241,1.8817563972560322E-7,27723.81659499,0.059435888166591726,0.07222732480616986,30391.306210739396,32311.7963621048,0.05943601559348444,0.059436192585620426
d1969,a3870,3.242725851109458E-5,5.132875713977249E-4,1.2459840062831862E-6,0.999453039186085,3.240888252328173E-5,1764.653897322468,0.05938794540125792,0.239146789254201,47664.489339974956,50675.65964000654,0.059389945253287536,0.059420446056796354
d631,a1340,7.313648989457758E-8,2.6424658236885894E-6,2.7551112871511905E-5,0.9999697332848149,7.306147341910075E-8,974.9390307888199,0.026904334649316904,0.008435613764009916,977.5244247950588,1004.552047285229,0.0269050778818974,0.02690514897979809
d760,a2508,1.079789651107825E-6,3.009995789814427E-5,0.01721310657115087,0.9827557136812999,5.430556661122407E-7,2.0117780526170863,0.017416935953519834,7.477253990662365E-4,2.0118415221288743,2.0481397790185736,0.017722005865170094,0.01772254865685575
d1242,a1670,1.1710304570030849E-8,1.052359241837359E-6,4.468381290783338E-6,0.9999944675491628,1.1705537440999118E-8,2456.468975789012,0.011000725921083296,0.005361225921892678,2462.904033072073,2490.29928452549,0.011000775205563838,0.011000786782395341
d953,a2177,1.6053482689473036E-8,9.89184803352992E-7,1.610370218572713E-6,0.9999973843914953,1.6051847746099202E-8,9818.983914905215,0.015968201737812753,0.0125537722505232,9916.857579610187,10077.782057489318,0.015968227708916764,0.015968243504486265
d306,a3190,4.597940835989723E-8,1.862156807452685E-6,1.2334039814015746E-6,0.9999968584598028,4.597696712211732E-8,18834.465343042975,0.02409522273153752,0.02942632115930289,19536.54804011334,20018.90964214163,0.024095253558604694,0.024095298427886096
d1129,a3697,8.830254113187327E-6,3.882790831460532E-4,5.164330160185265E-6,0.9995977263325806,8.82469673310131E-6,1588.923913159067,0.022222335022408148,0.11840063360317066,4304.043053624392,4401.902982919621,0.02222264601910064,0.02223127808017288
d665,a529,1.258774024422674E-7,6.716756047889663E-6,1.5595984819556263E-6,0.9999915977680678,1.258658693486011E-7,10914.452451729252,0.01839436092291272,0.037062688717799164,11795.292656560869,12016.327172727084,0.018394391926216717,0.01839451547789805
d1309,a3107,1.4235257947960587E-7,1.2018459373486181E-5,7.543623136073244E-4,0.9992334768744396,1.331771901164729E-7,15.514609118560548,0.010951340307831466,0.0013908623055850025,15.51734811017094,15.689298764282668,0.010959609384251468,0.010959741202913655
d519,a1623,7.246833456129056E-6,2.0562821155361755E-4,3.195599060027243E-6,0.9997839293559303,7.2446105228371675E-6,3260.0319058490827,0.03403222074482929,0.15367397497081714,10650.715469793375,11026.037094105754,0.03403257612770885,0.03403957569787419
d822,a2492,4.755808645836455E-7,7.744531869648151E-6,1.0736853114097254E-5,0.9999810430341516,4.7548869711231563E-7,5159.964331466081,0.05784454696493308,0.04952854629123518,5388.476791405896,5719.314202046901,0.05784519555036917,0.0578456435428222
d1229,a882,0.0017483350698939664,0.09758236948044408,6.156308772582589E-6,0.9006631391408895,0.0015740602051235242,10.032055237551912,0.01584666304592488,0.1257484385319639,2575.052672032751,2621.1707011627063,0.015874514745185822,0.01759443942719855
d358,a2291,4.571141979633785E-8,3.823469187185368E-6,7.052386096655202E-4,0.9992908922097276,4.2982547378786285E-8,16.751028557557724,0.011108953482612531,8.231037484624479E-4,16.75204949127966,16.940372846771016,0.011116793983109554,0.011116836517990624
d104,a1194,7.205645525882221E-8,5.180910602064428E-6,4.98933738442593E-6,0.9999897576955582,7.202986792371821E-8,2710.179676788058,0.013712225326694206,0.013969390361778458,2749.3058911783583,2787.5295154976698,0.013712294730018282,0.013712365772919068
d844,a1839,1.7748402071952546E-6,3.3614177881469376E-6,2.4223689589717087E-6,0.9999924413730457,1.7748186492461168E-6,82328.80576191844,0.3455470209743374,0.3822542201269529,142649.38545529477,217968.22588337332,0.34554847131354854,0.34554963285510637
d1686,a1472,6.935307637721577E-7,3.209550098953926E-5,1.302500704583889E-6,0.999965908467542,6.934653158329612E-7,10596.678402501522,0.021149307519973567,0.08572042387732462,16238.46340062837,16589.32816505845,0.021149349734741172,0.0211500285568586
d256,a2213,7.964154481810043E-8,3.0285885853456255E-6,3.9830909892735953E-4,0.9995985826709425,7.840326093144683E-8,64.31606328442804,0.025224406703539978,0.0022284927037818313,64.3287232741329,65.99405258869028,0.025234459828207434,0.025234536283694986
d1168,a2866,2.6019086862563733E-4,0.0068951122802363195,2.2686197336733494E-4,0.9926178348777708,2.5670585789166285E-4,74.65999059604121,0.035876307760977486,0.13803805993676008,159.14156611820778,165.1091254242478,0.035893789933374436,0.036143122257515384
d1859,a557,1.0459133265462338E-5,9.614600012905342E-5,5.2897596630929556E-6,0.9998881051069424,1.0457454352630873E-5,6229.7059558109495,0.09809522318152131,0.255233968696404,18545.362963394902,20562.690395601217,0.0980967680970187,0.09810620076436413
d171,a1519,9.825963852693651E-8,2.4722801186186548E-6,0.0032930553901587933,0.996704374070084,8.97944561437434E-8,11.607504018108626,0.034932140572474166,9.775707581764711E-4,11.607820529490004,12.029423487397816,0.03504755756458446,0.035047644498465785
d1244,a1698,1.6044585406744326E-6,1.3193903092908823E-4,1.2175739750001776E-6,0.9998652389365552,1.6040816766048923E-6,4257.39323632383,0.012011680112403333,0.08263494159726667,9866.256944574214,9986.224445087213,0.012011714009850839,0.012013299037357088
d538,a26,3.060549587757686E-8,1.8301661167022193E-6,3.001805481856647E-4,0.9996979586802017,3.004687148502642E-8,54.7872529121849,0.016147533250127927,0.0012714664810824147,54.79273689693082,55.69230189942859,0.016152382375475574,0.016152411945950004
d1440,a772,9.613792778514978E-7,2.2174394242523472E-5,0.0018743746240921415,0.9981024896023875,9.179919288029244E-7,22.15805526111327,0.03967846279245762,0.004411333939192472,22.168907369131713,23.086693381992152,0.03975301304907097,0.03975389622388806
d317,a2211,1.582835563523906E-8,1.1781873395178826E-6,6.851260401186888E-5,0.999930293380293,1.574653161142802E-8,193.44386768111508,0.013187876570926207,0.0017408431123795518,193.48832767532213,196.07431175772126,0.013188780377370308,0.013188795917307608
d1573,a3886,1.185902169365615E-6,3.86610706904347E-5,1.5878678389270793E-5,0.999944274348751,1.1852221974872312E-6,1744.045904051555,0.029744347247088986,0.04545342974295854,1874.2256248219758,1931.6855526645143,0.029744854830560448,0.02974600486258201
d1442,a1280,4.1650274663668427E-8,3.6925686649332857E-6,2.8932982420980115E-6,0.9999933724828183,4.1639314923330394E-8,3800.2975781396926,0.011150742791697333,0.012577805985631539,3854.9901035614002,3898.461128999268,0.011150775518649403,0.011150816693926561
d1507,a999,8.57400395168709E-7,2.6135040809826868E-5,0.019958874113844415,0.9800141334449506,3.1863851580309974E-7,1.5914273596682373,0.011804731309153627,4.385142814965853E-4,1.5914527664145801,1.6108562882738917,0.012045149254318772,0.012045470474652827
d1038,a2700,9.023110788921012E-8,6.665836890282033E-6,2.2267562959314122E-6,0.9999910171757059,9.0215454164759E-8,5764.194212755775,0.013353248396727038,0.02280205913342961,5997.726458627398,6078.900252852596,0.01335327933610706,0.01335336834768864
d1182,a3205,1.7251883702068124E-6,1.0484539718859652E-4,1.7571314212976064E-5,0.9998758581002283,1.7231319306272856E-6,838.9200380026836,0.016168926177819475,0.03800037533355418,921.1887793844726,936.3301115092705,0.01616923818756593,0.016170933668246134
d911,a1105,7.362982485090397E-8,3.3631237373289466E-6,1.6652098511703972E-6,0.9999948980365867,7.362384888745335E-8,12320.996515330544,0.021422498749300925,0.030117275046995875,12865.744184790921,13147.395689481067,0.021422535999656482,0.021422608046663395
d182,a3468,2.4206630268359026E-5,0.0010055626497834464,1.8663989748066247E-5,0.9989515667302001,2.4162483420849338E-5,548.3206986194533,0.023463977697639003,0.1150601026252361,1258.1790927001596,1288.442815686149,0.02346498365603701,0.0234886039314619
d1232,a2926,1.046709398151538E-6,6.026925988503191E-5,2.771174276531063E-6,0.9999359128564403,1.0464753009134145E-6,4471.259065426752,0.0170669291074947,0.06839824863687886,6159.735396771568,6266.695499364936,0.017066994267293488,0.01706802294833167
d1421,a1068,1.7739967737622097E-7,1.3098390419961251E-6,1.6172807078501812E-5,0.999982339954202,1.7737536071566388E-7,7295.396378946128,0.11926488895509724,0.035970394329360125,7375.408683427237,8374.170881938848,0.11926683899257388,0.11926699521569492
d684,a2385,1.289458064873468E-7,8.472021973118654E-6,8.392249263204937E-4,0.9991521741059,1.2172655087749508E-7,17.861371511957817,0.014152657467933361,0.0014332545017811608,17.86396223952072,18.12063499349219,0.014164546534914365,0.01416466663909128
d555,a679,5.115552643502029E-8,1.446731293652165E-6,2.3760515144539157E-6,0.9999961260616654,5.115189075358412E-8,14070.409449543238,0.034149369677080675,0.026826846999569554,14373.318726822372,14881.515054494586,0.03414945256487239,0.03414950197014546
d878,a2558,9.954404151230817E-7,1.5104355218376438E-5,1.0269223089970388E-6,0.9999828732820576,9.954078554965265E-7,30572.844975271906,0.061827359685568906,0.17444771749166332,60207.462693320645,64175.32132416219,0.06182748472316933,0.06182841860345516
d51,a3962,8.714135503683335E-6,4.933903556274739E-5,2.1994813120385076E-6,0.9999397473476216,8.713501933619379E-6,13754.020272461297,0.15009519331249704,0.3461867039649267,68242.1769042888,80294.76073962805,0.15009683141180033,0.1501042374909391
d101,a3828,2.8138862176753116E-7,2.51399070018609E-5,4.4740640226496386E-5,0.9999298380641499,2.802441034626039E-7,245.85768576713036,0.011023989792326884,0.008284006078051746,247.39767639709004,250.15558248492744,0.011024486137059784,0.011024763311063078
d1261,a3356,9.283606967737176E-7,4.2706607249665144E-5,1.9867678064030175E-6,0.9999543782642472,9.282334952349217E-7,7298.344859361721,0.02127269799703558,0.08230404152985803,10708.188796032058,10940.942786370406,0.021272760009864628,0.021273668538720144
d1514,a2576,3.864972907067066E-4,0.005960952878366049,1.5805981583876167E-6,0.9936509692327689,3.8403398564541645E-4,156.90191880021595,0.06050208751800515,0.24551473982820426,38278.96913272625,40760.84269647247,0.06052557615582204,0.060888671567160886
d1774,a2893,7.704851296096512E-6,1.5444291336912575E-5,8.493659807488207E-5,0.9998919142592921,7.702706725971295E-6,3592.7252765004314,0.3327426353573788,0.16634064512329536,3918.541353187058,5872.925203773563,0.3327734639733935,0.3327786039792816
d243,a2089,9.891600846648009E-8,9.22345072695187E-6,3.2853397538904817E-4,0.9996621436578755,9.585237213155155E-8,32.287124727807246,0.010281978262813976,0.0017320389617591421,32.29654475047249,32.63218152863224,0.010285358369874126,0.01028545326843234
d1018,a1417,1.2617864793132863E-8,1.1032511137388263E-6,1.4248405395156195E-6,0.999997459290482,1.2616260777891566E-8,7866.42450038116,0.01130622055152887,0.00996155108396913,7936.07781254769,8026.831166625352,0.011306236803773986,0.011306249277424024
d1901,a898,1.969530087060317E-6,4.571158123461824E-5,0.0011631483650826038,0.9987891705235958,1.9139759709978528E-6,35.452460171372266,0.040141177878285944,0.008125346007751812,35.51079766202932,36.997730568046194,0.04018800163816568,0.04018984092232669
d961,a1195,1.700084410003827E-5,0.001656824146046415,6.68047616054862E-6,0.998319494533693,1.696120571438644E-5,428.89849877760065,0.01013320138857671,0.08526438336686672,1517.8381931243268,1533.4026268681405,0.010133441361846943,0.01015025895423373
d1130,a2749,2.7230031339282798E-5,0.0012834391193666719,1.0279444080052285E-4,0.9985865364084935,2.705961227481233E-5,159.7827767913919,0.020645646737193317,0.06559572133302621,201.84400067175918,206.10519884631506,0.020648331525600503,0.02067486991307458
d954,a1900,7.022209768463082E-5,4.8096636213722663E-5,2.769348774471534E-4,0.9996047463886545,7.018102251086924E-5,1709.599528227008,0.5931522439308816,0.34636266945971933,2142.8473880888155,5269.9894993084645,0.5933582323800043,0.5933867821994707
d1157,a2938,3.978252490821869E-5,2.0022367755245508E-4,0.0052937605139685,0.9944662332835709,3.8502441497797324E-5,31.078072400862954,0.16042269367645257,0.03412577489498914,31.304108629989894,37.325244447346456,0.16128290298093634,0.16131537533130927
d1408,a2127,6.861845814217875E-8,1.73736605495889E-6,5.7385607183433435E-5,0.9999408084083036,6.851469670045785E-8,661.3097987473072,0.037937588170571176,0.006726336798768002,662.0993597977181,688.2099302319806,0.03793976797056094,0.03793983388972781
d1722,a47,1.8505557712451195E-7,1.5003193970727145E-5,1.5522205943474532E-5,0.9999692895445087,1.8481701131682372E-7,775.700335759578,0.012168420773871579,0.011965877501256007,784.9363050705516,794.6056985108243,0.012168611909441183,0.012168794483092936
d334,a2548,2.204252797674403E-8,2.021189411408128E-6,1.859411738126575E-4,0.9998120155942479,2.166256199356611E-8,58.01184567204378,0.010602106190689131,0.0011114202070553678,58.01860418161681,58.64043317536389,0.010604078159169937,0.010604099596050229
d1193,a1461,2.2671752035216682E-8,1.7671620439848694E-6,9.607118048581527E-4,0.9990374983613458,2.0952196999978097E-8,13.18466206117738,0.011706224928017263,5.055110327761842E-4,13.184949605928558,13.341276048637958,0.011717482317258523,0.01171750304389795
d8,a3802,7.556443791445155E-7,9.098670084820481E-6,2.9404445749578252E-6,0.9999872052409611,7.55607956721675E-7,20746.680759085226,0.07667788149898835,0.12520309046586406,26077.968820297567,28243.66058958799,0.0766781649083067,0.07667886258655854
d415,a39,3.4308249111550253E-7,1.0464838692375308E-5,3.1396279164313757E-6,0.9999860524509001,3.4304485025591284E-7,9114.62955031654,0.03174013248541419,0.055914473644079386,10110.520405045727,10441.954032118561,0.03174024302748892,0.03174057518864509
d657,a520,8.026822781534575E-7,3.470678562235685E-5,0.009839815829993073,0.9901246747021064,4.532471509707949E-7,2.297085254779969,0.012764121170181804,7.705608858785485E-4,2.2971910644175937,2.327191891636704,0.01289097635069975,0.012891428217382902
d753,a3711,1.6674662627964785E-7,1.582970898430069E-5,9.524823228229284E-6,0.9999744787211612,1.6659159551267336E-7,1075.57118844084,0.010414281736417081,0.013379802965457259,1094.3832037482498,1105.9006587208373,0.010414382668134202,0.010414547528988547
d178,a3709,1.1283024474865094E-6,6.0246219899904986E-5,4.460451791296763E-6,0.9999341650258614,1.1279594403645872E-6,3289.4432079522694,0.018378300917441307,0.06090549201923956,4121.277895010785,4198.44322822155,0.018378403629822494,0.0183795109320682
d11,a853,1.1372992315089688E-8,1.0286088998260767E-6,2.384684197709182E-4,0.9997604915983369,1.1124977648974348E-8,45.856128160584724,0.010697280147897278,7.065005150003625E-4,45.858267430855165,46.35425062801165,0.010699831841577459,0.010699842850156363
d1251,a931,1.6090369415872768E-8,1.0979221691084689E-6,3.778057566128964E-4,0.9996210802308486,1.5669471141006045E-8,38.22864187544566,0.01406579423402393,7.639203272964883E-4,38.230227406079166,38.77584724075944,0.014071110607022567,0.014071126061862994
d1662,a746,9.143062545407845E-4,0.06409890457016616,1.8191149528370889E-6,0.9349849700603402,8.547460027520332E-4,15.350946765363771,0.013147266408002178,0.11459221230257448,7228.287306664001,7331.377274147186,0.013159321996728719,0.014061473530589168
d449,a708,7.961932112341492E-8,3.2877546738006167E-6,0.008516867522256945,0.991479765103748,5.093957480272236E-8,2.7761515123991614,0.0151273885465376,3.020826248607678E-4,2.7761681166233387,2.819181453589606,0.015257334457634652,0.015257385051075323
d1091,a2419,2.293292364698495E-8,1.8014154939231615E-6,1.1871341371919956E-6,0.9999969885174452,2.2930716063057355E-8,10388.245429909895,0.012569263547584197,0.015433330761390002,10588.90506801117,10723.694415235792,0.012569278757254401,0.012569301399816088
d96,a1295,1.0354950749195646E-5,1.8970170737958148E-5,9.662544044441611E-6,0.9999610123344684,1.0354363733728954E-5,17639.996451117127,0.3530885196252231,0.42737524197665433,36542.982939610774,56489.58430891112,0.3530955877143118,0.35310228625905815
